date,series,value
2016-04-17,T1,7.5473
2016-04-24,T1,7.8957
2016-05-01,T1,8.9181
2016-05-08,T1,9.0162
2016-05-15,T1,9.5471
2016-05-22,T1,8.9125
2016-05-29,T1,8.3369
2016-06-05,T1,8.7179
2016-06-12,T1,7.4898
2016-06-19,T1,7.2928
2016-06-26,T1,7.5638
2016-07-03,T1,6.7377
2016-07-10,T1,7.6098
2016-07-17,T1,6.8698
2016-07-24,T1,6.723
2016-07-31,T1,6.8366
2016-08-07,T1,7.5727
2016-08-14,T1,9.043
2016-08-21,T1,9.6916
2016-08-28,T1,9.5004
2016-09-04,T1,8.6635
2016-09-11,T1,9.825
2016-09-18,T1,10.0462
2016-09-25,T1,10.555
2016-10-02,T1,9.3541
2016-10-09,T1,8.9435
2016-10-16,T1,11.2922
2016-10-23,T1,9.7828
2016-10-30,T1,8.8195
2016-11-06,T1,10.3964
2016-11-13,T1,9.9349
2016-11-20,T1,9.4313
2016-11-27,T1,7.7819
2016-12-04,T1,10.0938
2016-12-11,T1,11.0297
2016-12-18,T1,8.3781
2016-12-25,T1,6.0152
2015-01-04,T2,4.9411
2015-01-11,T2,8.6152
2015-01-18,T2,7.6686
2015-01-25,T2,7.1855
2015-02-01,T2,7.8206
2015-02-08,T2,8.2492
2015-02-15,T2,7.4439
2015-02-22,T2,8.1772
2015-03-01,T2,8.1866
2015-03-08,T2,7.8178
2015-03-15,T2,7.894
2015-03-22,T2,8.1512
2015-03-29,T2,7.5973
2015-04-05,T2,6.6859
2015-04-12,T2,8.8113
2015-04-19,T2,7.9591
2015-04-26,T2,8.1277
2015-05-03,T2,8.1528
2015-05-10,T2,7.5586
2015-05-17,T2,7.6469
2015-05-24,T2,6.72
2015-05-31,T2,8.5287
2015-06-07,T2,9.0776
2015-06-14,T2,7.8453
2015-06-21,T2,8.8051
2015-06-28,T2,8.583
2015-07-05,T2,6.528
2015-07-12,T2,8.8399
2015-07-19,T2,8.5386
2015-07-26,T2,9.4008
2015-08-02,T2,7.809
2015-08-09,T2,7.238
2015-08-16,T2,7.6311
2015-08-23,T2,8.2031
2015-08-30,T2,8.0507
2015-09-06,T2,7.4069
2015-09-13,T2,8.59
2015-09-20,T2,9.1937
2015-09-27,T2,8.1771
2015-10-04,T2,8.1811
2015-10-11,T2,7.95
2015-10-18,T2,9.388
2015-10-25,T2,9.0555
2015-11-01,T2,9.2063
2015-11-08,T2,8.8124
2015-11-15,T2,8.5322
2015-11-22,T2,7.2657
2015-11-29,T2,6.2077
2015-12-06,T2,6.7742
2015-12-13,T2,6.9478
2015-12-20,T2,6.7467
2015-12-27,T2,5.2341
2016-01-03,T2,5.8656
2016-01-10,T2,7.1688
2016-01-17,T2,7.1424
2016-01-24,T2,7.1752
2016-01-31,T2,7.9005
2016-02-07,T2,7.3321
2016-02-14,T2,7.4656
2016-02-21,T2,7.6407
2016-02-28,T2,7.9892
2016-03-06,T2,7.3281
2016-03-13,T2,6.9658
2016-03-20,T2,7.8766
2016-03-27,T2,6.8063
2016-04-03,T2,7.6184
2016-04-10,T2,7.0502
2016-04-17,T2,7.9084
2016-04-24,T2,7.9116
2016-05-01,T2,7.8524
2016-05-08,T2,7.7531
2016-05-15,T2,8.0164
2016-05-22,T2,7.5918
2016-05-29,T2,7.3031
2016-06-05,T2,7.3965
2016-06-12,T2,8.2541
2016-06-19,T2,8.5567
2016-06-26,T2,7.8121
2016-07-03,T2,6.5328
2016-07-10,T2,8.7186
2016-07-17,T2,8.4789
2016-07-24,T2,8.0283
2016-07-31,T2,8.2049
2016-08-07,T2,7.053
2016-08-14,T2,8.1259
2016-08-21,T2,7.2588
2016-08-28,T2,7.9966
2016-09-04,T2,7.1568
2016-09-11,T2,9.0963
2016-09-18,T2,7.9677
2016-09-25,T2,9.203
2016-10-02,T2,7.685
2016-10-09,T2,7.6304
2016-10-16,T2,7.6231
2016-10-23,T2,7.7331
2016-10-30,T2,7.1633
2016-11-06,T2,8.8761
2016-11-13,T2,8.6975
2016-11-20,T2,7.2204
2016-11-27,T2,5.8784
2016-12-04,T2,7.872
2016-12-11,T2,6.9735
2016-12-18,T2,6.5162
2016-12-25,T2,5.511
2015-01-04,T3,12.3069
2015-01-11,T3,15.2114
2015-01-18,T3,14.4405
2015-01-25,T3,12.1928
2015-02-01,T3,15.6418
2015-02-08,T3,15.8014
2015-02-15,T3,15.5064
2015-02-22,T3,16.8073
2015-03-01,T3,13.8663
2015-03-08,T3,16.8485
2015-03-15,T3,17.476
2015-03-22,T3,19.1751
2015-03-29,T3,18.5266
2015-04-05,T3,17.5137
2015-04-12,T3,18.6355
2015-04-19,T3,18.4702
2015-04-26,T3,17.9603
2015-05-03,T3,18.8634
2015-05-10,T3,20.5719
2015-05-17,T3,19.2931
2015-05-24,T3,18.2075
2015-05-31,T3,18.3215
2015-06-07,T3,20.042
2015-06-14,T3,20.756
2015-06-21,T3,19.4017
2015-06-28,T3,19.9287
2015-07-05,T3,16.5429
2015-07-12,T3,20.4862
2015-07-19,T3,21.2145
2015-07-26,T3,16.29
2015-08-02,T3,18.0745
2015-08-09,T3,19.3237
2015-08-16,T3,17.867
2015-08-23,T3,17.176
2015-08-30,T3,19.1957
2015-09-06,T3,17.0444
2015-09-13,T3,18.7304
2015-09-20,T3,18.2958
2015-09-27,T3,16.8739
2015-10-04,T3,17.3195
2015-10-11,T3,17.643
2015-10-18,T3,17.8465
2015-10-25,T3,19.252
2015-11-01,T3,17.6724
2015-11-08,T3,17.6673
2015-11-15,T3,17.3497
2015-11-22,T3,18.8302
2015-11-29,T3,13.9702
2015-12-06,T3,16.661
2015-12-13,T3,18.5345
2015-12-20,T3,20.2485
2015-12-27,T3,13.7437
2016-01-03,T3,12.859
2016-01-10,T3,15.298
2016-01-17,T3,16.9333
2016-01-24,T3,15.7478
2016-01-31,T3,16.9561
2016-02-07,T3,15.8213
2016-02-14,T3,17.3585
2016-02-21,T3,17.6366
2016-02-28,T3,17.6788
2016-03-06,T3,17.2703
2016-03-13,T3,18.8606
2016-03-20,T3,17.458
2016-03-27,T3,17.3905
2016-04-03,T3,18.2305
2016-04-10,T3,17.674
2016-04-17,T3,18.3155
2016-04-24,T3,18.2966
2016-05-01,T3,17.5866
2016-05-08,T3,18.5866
2016-05-15,T3,19.6757
2016-05-22,T3,19.106
2016-05-29,T3,17.8646
2016-06-05,T3,18.9034
2016-06-12,T3,19.8585
2016-06-19,T3,19.4269
2016-06-26,T3,17.424
2016-07-03,T3,14.7783
2016-07-10,T3,18.0757
2016-07-17,T3,20.652
2016-07-24,T3,17.841
2016-07-31,T3,20.3714
2016-08-07,T3,18.168
2016-08-14,T3,20.0044
2016-08-21,T3,18.6597
2016-08-28,T3,17.6497
2016-09-04,T3,18.6912
2016-09-11,T3,18.1801
2016-09-18,T3,19.2256
2016-09-25,T3,18.4953
2016-10-02,T3,18.5239
2016-10-09,T3,18.485
2016-10-16,T3,17.4651
2016-10-23,T3,20.1053
2016-10-30,T3,15.0541
2016-11-06,T3,19.0185
2016-11-13,T3,19.388
2016-11-20,T3,20.1758
2016-11-27,T3,15.3669
2016-12-04,T3,18.9429
2016-12-11,T3,19.345
2016-12-18,T3,19.3522
2016-12-25,T3,14.3763
2015-01-04,T4,5.8247
2015-01-11,T4,9.1474
2015-01-18,T4,8.7523
2015-01-25,T4,8.0671
2015-02-01,T4,8.7217
2015-02-08,T4,9.2718
2015-02-15,T4,9.1129
2015-02-22,T4,9.1018
2015-03-01,T4,8.3822
2015-03-08,T4,9.2445
2015-03-15,T4,9.3858
2015-03-22,T4,9.3977
2015-03-29,T4,9.3337
2015-04-05,T4,8.9368
2015-04-12,T4,9.6271
2015-04-19,T4,10.4492
2015-04-26,T4,9.1679
2015-05-03,T4,9.7673
2015-05-10,T4,9.7899
2015-05-17,T4,9.8791
2015-05-24,T4,9.0935
2015-05-31,T4,10.1652
2015-06-07,T4,9.6259
2015-06-14,T4,9.5009
2015-06-21,T4,9.8251
2015-06-28,T4,9.5287
2015-07-05,T4,8.3093
2015-07-12,T4,9.5994
2015-07-19,T4,9.6306
2015-07-26,T4,9.8005
2015-08-02,T4,9.3981
2015-08-09,T4,9.9019
2015-08-16,T4,9.5792
2015-08-23,T4,9.7165
2015-08-30,T4,8.8376
2015-09-06,T4,8.9152
2015-09-13,T4,10.2949
2015-09-20,T4,10.4374
2015-09-27,T4,10.1848
2015-10-04,T4,9.7523
2015-10-11,T4,10.0258
2015-10-18,T4,10.9331
2015-10-25,T4,10.8447
2015-11-01,T4,10.4823
2015-11-08,T4,10.328
2015-11-15,T4,10.533
2015-11-22,T4,9.5189
2015-11-29,T4,8.3016
2015-12-06,T4,9.7935
2015-12-13,T4,11.0459
2015-12-20,T4,10.488
2015-12-27,T4,7.1749
2016-01-03,T4,7.9396
2016-01-10,T4,9.8626
2016-01-17,T4,9.9943
2016-01-24,T4,9.0136
2016-01-31,T4,9.1642
2016-02-07,T4,9.8379
2016-02-14,T4,9.39
2016-02-21,T4,9.5003
2016-02-28,T4,9.5668
2016-03-06,T4,8.0922
2016-03-13,T4,10.2139
2016-03-20,T4,9.8092
2016-03-27,T4,9.369
2016-04-03,T4,9.0572
2016-04-10,T4,9.7722
2016-04-17,T4,9.957
2016-04-24,T4,9.8132
2016-05-01,T4,9.7065
2016-05-08,T4,9.9221
2016-05-15,T4,9.6502
2016-05-22,T4,10.3922
2016-05-29,T4,8.8766
2016-06-05,T4,9.9004
2016-06-12,T4,9.5993
2016-06-19,T4,9.7947
2016-06-26,T4,9.8218
2016-07-03,T4,8.1126
2016-07-10,T4,9.7693
2016-07-17,T4,9.4088
2016-07-24,T4,9.4558
2016-07-31,T4,9.47
2016-08-07,T4,9.2341
2016-08-14,T4,9.4256
2016-08-21,T4,9.5178
2016-08-28,T4,9.5216
2016-09-04,T4,8.9267
2016-09-11,T4,9.8363
2016-09-18,T4,10.6433
2016-09-25,T4,11.726
2016-10-02,T4,9.0964
2016-10-09,T4,10.2187
2016-10-16,T4,9.735
2016-10-23,T4,10.1332
2016-10-30,T4,9.6089
2016-11-06,T4,9.9378
2016-11-13,T4,10.6282
2016-11-20,T4,9.4863
2016-11-27,T4,7.579
2016-12-04,T4,10.3063
2016-12-11,T4,10.918
2016-12-18,T4,9.7561
2016-12-25,T4,7.2658
2015-01-04,T5,3.1196
2015-01-11,T5,4.1974
2015-01-18,T5,3.7039
2015-01-25,T5,3.9927
2015-02-01,T5,4.4377
2015-02-08,T5,4.4398
2015-02-15,T5,4.254
2015-02-22,T5,4.6347
2015-03-01,T5,4.3958
2015-03-08,T5,4.658
2015-03-15,T5,4.3973
2015-03-22,T5,4.2904
2015-03-29,T5,4.2448
2015-04-05,T5,3.8658
2015-04-12,T5,4.5719
2015-04-19,T5,4.3964
2015-04-26,T5,4.4067
2015-05-03,T5,4.5499
2015-05-10,T5,5.3639
2015-05-17,T5,4.4073
2015-05-24,T5,4.5496
2015-05-31,T5,4.4803
2015-06-07,T5,4.8286
2015-06-14,T5,4.4623
2015-06-21,T5,4.5845
2015-06-28,T5,4.5743
2015-07-05,T5,3.6484
2015-07-12,T5,4.8443
2015-07-19,T5,4.6359
2015-07-26,T5,4.8102
2015-08-02,T5,4.8147
2015-08-09,T5,4.5946
2015-08-16,T5,5.2261
2015-08-23,T5,4.5069
2015-08-30,T5,4.7689
2015-09-06,T5,4.3028
2015-09-13,T5,5.1708
2015-09-20,T5,4.851
2015-09-27,T5,4.9408
2015-10-04,T5,5.0206
2015-10-11,T5,4.7466
2015-10-18,T5,4.8996
2015-10-25,T5,5.0438
2015-11-01,T5,5.3374
2015-11-08,T5,4.5097
2015-11-15,T5,4.9684
2015-11-22,T5,4.2111
2015-11-29,T5,3.7167
2015-12-06,T5,4.5425
2015-12-13,T5,4.4911
2015-12-20,T5,4.6183
2015-12-27,T5,2.5932
2016-01-03,T5,3.5682
2016-01-10,T5,4.3375
2016-01-17,T5,4.1818
2016-01-24,T5,4.4385
2016-01-31,T5,4.6275
2016-02-07,T5,4.3888
2016-02-14,T5,4.8767
2016-02-21,T5,5.6458
2016-02-28,T5,4.845
2016-03-06,T5,4.5173
2016-03-13,T5,4.2058
2016-03-20,T5,4.7142
2016-03-27,T5,4.333
2016-04-03,T5,4.1724
2016-04-10,T5,4.2386
2016-04-17,T5,4.7569
2016-04-24,T5,4.797
2016-05-01,T5,4.4561
2016-05-08,T5,4.6207
2016-05-15,T5,4.957
2016-05-22,T5,4.7596
2016-05-29,T5,4.2066
2016-06-05,T5,4.3234
2016-06-12,T5,4.5381
2016-06-19,T5,4.8305
2016-06-26,T5,5.2889
2016-07-03,T5,3.4211
2016-07-10,T5,4.864
2016-07-17,T5,4.8093
2016-07-24,T5,4.6048
2016-07-31,T5,4.2874
2016-08-07,T5,4.1666
2016-08-14,T5,4.2561
2016-08-21,T5,4.7551
2016-08-28,T5,4.7102
2016-09-04,T5,4.3734
2016-09-11,T5,5.1687
2016-09-18,T5,4.9478
2016-09-25,T5,5.4197
2016-10-02,T5,4.7167
2016-10-09,T5,5.8643
2016-10-16,T5,4.5321
2016-10-23,T5,4.4411
2016-10-30,T5,4.5272
2016-11-06,T5,4.4175
2016-11-13,T5,4.6073
2016-11-20,T5,4.0303
2016-11-27,T5,3.3673
2016-12-04,T5,5.0553
2016-12-11,T5,4.6812
2016-12-18,T5,4.047
2016-12-25,T5,2.7751
2015-01-04,T6,5.9352
2015-01-11,T6,7.234
2015-01-18,T6,8.3292
2015-01-25,T6,7.9165
2015-02-01,T6,9.2418
2015-02-08,T6,8.9832
2015-02-15,T6,8.8001
2015-02-22,T6,9.9826
2015-03-01,T6,8.4749
2015-03-08,T6,9.5792
2015-03-15,T6,8.9489
2015-03-22,T6,8.5327
2015-03-29,T6,9.2475
2015-04-05,T6,8.2675
2015-04-12,T6,9.4405
2015-04-19,T6,9.1993
2015-04-26,T6,7.8631
2015-05-03,T6,8.9322
2015-05-10,T6,9.731
2015-05-17,T6,8.6819
2015-05-24,T6,8.1892
2015-05-31,T6,8.4792
2015-06-07,T6,9.1955
2015-06-14,T6,9.5814
2015-06-21,T6,9.0674
2015-06-28,T6,8.7861
2015-07-05,T6,7.5142
2015-07-12,T6,8.7311
2015-07-19,T6,8.6842
2015-07-26,T6,8.1489
2015-08-02,T6,8.6458
2015-08-09,T6,8.8882
2015-08-16,T6,9.6956
2015-08-23,T6,9.7001
2015-08-30,T6,8.2806
2015-09-06,T6,9.0194
2015-09-13,T6,9.8771
2015-09-20,T6,11.2193
2015-09-27,T6,9.1063
2015-10-04,T6,10.2513
2015-10-11,T6,9.5737
2015-10-18,T6,10.3756
2015-10-25,T6,10.2871
2015-11-01,T6,10.2834
2015-11-08,T6,10.6695
2015-11-15,T6,11.0138
2015-11-22,T6,11.5106
2015-11-29,T6,8.1128
2015-12-06,T6,9.9684
2015-12-13,T6,10.4885
2015-12-20,T6,10.3117
2015-12-27,T6,5.8998
2016-01-03,T6,6.5624
2016-01-10,T6,9.3161
2016-01-17,T6,8.6258
2016-01-24,T6,9.9264
2016-01-31,T6,10.3311
2016-02-07,T6,9.9455
2016-02-14,T6,9.2278
2016-02-21,T6,10.2115
2016-02-28,T6,10.0259
2016-03-06,T6,9.2315
2016-03-13,T6,9.3689
2016-03-20,T6,9.9459
2016-03-27,T6,9.7546
2016-04-03,T6,8.9296
2016-04-10,T6,9.0005
2016-04-17,T6,10.0272
2016-04-24,T6,9.7838
2016-05-01,T6,10.4985
2016-05-08,T6,10.391
2016-05-15,T6,10.202
2016-05-22,T6,10.7558
2016-05-29,T6,9.2977
2016-06-05,T6,10.3132
2016-06-12,T6,10.2347
2016-06-19,T6,10.2897
2016-06-26,T6,10.3629
2016-07-03,T6,8.7403
2016-07-10,T6,10.0104
2016-07-17,T6,10.1629
2016-07-24,T6,10.1727
2016-07-31,T6,9.6266
2016-08-07,T6,10.6115
2016-08-14,T6,9.7497
2016-08-21,T6,10.0713
2016-08-28,T6,10.8269
2016-09-04,T6,9.0259
2016-09-11,T6,10.5215
2016-09-18,T6,10.8244
2016-09-25,T6,11.2464
2016-10-02,T6,8.943
2016-10-09,T6,10.677
2016-10-16,T6,10.5374
2016-10-23,T6,11.8734
2016-10-30,T6,9.9338
2016-11-06,T6,11.3228
2016-11-13,T6,9.7143
2016-11-20,T6,11.3215
2016-11-27,T6,8.3104
2016-12-04,T6,11.6331
2016-12-11,T6,10.3872
2016-12-18,T6,10.4185
2016-12-25,T6,7.2885
2015-01-04,T7,8.0069
2015-01-11,T7,10.0926
2015-01-18,T7,9.933
2015-01-25,T7,10.0333
2015-02-01,T7,9.8982
2015-02-08,T7,9.7762
2015-02-15,T7,9.834
2015-02-22,T7,10.4439
2015-03-01,T7,9.5416
2015-03-08,T7,10.033
2015-03-15,T7,10.2975
2015-03-22,T7,10.3878
2015-03-29,T7,11.1285
2015-04-05,T7,10.1177
2015-04-12,T7,10.204
2015-04-19,T7,10.1304
2015-04-26,T7,7.758
2015-05-03,T7,10.4856
2015-05-10,T7,9.8135
2015-05-17,T7,10.6751
2015-05-24,T7,9.3048
2015-05-31,T7,10.1696
2015-06-07,T7,10.2897
2015-06-14,T7,10.7497
2015-06-21,T7,10.8115
2015-06-28,T7,10.8038
2015-07-05,T7,9.2595
2015-07-12,T7,10.1322
2015-07-19,T7,10.3486
2015-07-26,T7,9.9071
2015-08-02,T7,10.6542
2015-08-09,T7,10.8377
2015-08-16,T7,10.7814
2015-08-23,T7,11.3426
2015-08-30,T7,9.3157
2015-09-06,T7,9.6501
2015-09-13,T7,10.0661
2015-09-20,T7,10.9438
2015-09-27,T7,10.2433
2015-10-04,T7,11.2061
2015-10-11,T7,10.6489
2015-10-18,T7,10.9894
2015-10-25,T7,11.0303
2015-11-01,T7,11.0163
2015-11-08,T7,9.459
2015-11-15,T7,10.9714
2015-11-22,T7,11.7221
2015-11-29,T7,8.6618
2015-12-06,T7,10.485
2015-12-13,T7,10.9377
2015-12-20,T7,11.5039
2015-12-27,T7,8.79
2016-01-03,T7,7.7969
2016-01-10,T7,10.2881
2016-01-17,T7,9.6904
2016-01-24,T7,10.4935
2016-01-31,T7,9.6156
2016-02-07,T7,10.5324
2016-02-14,T7,10.37
2016-02-21,T7,11.2541
2016-02-28,T7,10.2635
2016-03-06,T7,9.2957
2016-03-13,T7,9.1053
2016-03-20,T7,10.3387
2016-03-27,T7,10.9804
2016-04-03,T7,10.9127
2016-04-10,T7,10.4731
2016-04-17,T7,10.9342
2016-04-24,T7,11.1792
2016-05-01,T7,11.012
2016-05-08,T7,10.9683
2016-05-15,T7,11.1201
2016-05-22,T7,11.1057
2016-05-29,T7,10.578
2016-06-05,T7,11.5921
2016-06-12,T7,12.2557
2016-06-19,T7,11.9882
2016-06-26,T7,11.1222
2016-07-03,T7,10.2311
2016-07-10,T7,11.0903
2016-07-17,T7,11.1589
2016-07-24,T7,10.986
2016-07-31,T7,10.7399
2016-08-07,T7,11.4011
2016-08-14,T7,11.29
2016-08-21,T7,11.4236
2016-08-28,T7,11.4029
2016-09-04,T7,10.1865
2016-09-11,T7,11.6398
2016-09-18,T7,12.0675
2016-09-25,T7,11.9194
2016-10-02,T7,12.0847
2016-10-09,T7,11.3918
2016-10-16,T7,11.375
2016-10-23,T7,11.5106
2016-10-30,T7,10.9868
2016-11-06,T7,11.7158
2016-11-13,T7,11.9345
2016-11-20,T7,12.1681
2016-11-27,T7,8.7313
2016-12-04,T7,11.4941
2016-12-11,T7,11.4226
2016-12-18,T7,11.8134
2016-12-25,T7,9.7195
2015-01-04,T8,6.003
2015-01-11,T8,8.9369
2015-01-18,T8,5.2785
2015-01-25,T8,8.7986
2015-02-01,T8,8.9334
2015-02-08,T8,9.113
2015-02-15,T8,9.3798
2015-02-22,T8,11.0254
2015-03-01,T8,9.6245
2015-03-08,T8,10.978
2015-03-15,T8,11.1596
2015-03-22,T8,10.8714
2015-03-29,T8,11.0223
2015-04-05,T8,9.8357
2015-04-12,T8,10.7081
2015-04-19,T8,11.2081
2015-04-26,T8,10.6768
2015-05-03,T8,11.2448
2015-05-10,T8,11.6704
2015-05-17,T8,10.9981
2015-05-24,T8,10.3968
2015-05-31,T8,12.1794
2015-06-07,T8,11.2102
2015-06-14,T8,11.6191
2015-06-21,T8,10.3678
2015-06-28,T8,10.0317
2015-07-05,T8,9.0326
2015-07-12,T8,9.8726
2015-07-19,T8,10.0315
2015-07-26,T8,10.2451
2015-08-02,T8,10.4409
2015-08-09,T8,9.81
2015-08-16,T8,10.2239
2015-08-23,T8,10.2048
2015-08-30,T8,10.385
2015-09-06,T8,10.1854
2015-09-13,T8,10.571
2015-09-20,T8,10.587
2015-09-27,T8,10.249
2015-10-04,T8,11.3709
2015-10-11,T8,10.3892
2015-10-18,T8,11.7599
2015-10-25,T8,10.3509
2015-11-01,T8,9.2986
2015-11-08,T8,9.1809
2015-11-15,T8,9.7565
2015-11-22,T8,8.1132
2015-11-29,T8,8.4148
2015-12-06,T8,9.4708
2015-12-13,T8,9.9349
2015-12-20,T8,10.9032
2015-12-27,T8,8.2576
2016-01-03,T8,8.7871
2016-01-10,T8,10.0383
2016-01-17,T8,9.9174
2016-01-24,T8,10.9191
2016-01-31,T8,10.7027
2016-02-07,T8,10.9857
2016-02-14,T8,10.0886
2016-02-21,T8,10.5258
2016-02-28,T8,10.3094
2016-03-06,T8,10.4792
2016-03-13,T8,10.6515
2016-03-20,T8,10.0529
2016-03-27,T8,10.2854
2016-04-03,T8,9.9516
2016-04-10,T8,10.3149
2016-04-17,T8,10.4123
2016-04-24,T8,10.0687
2016-05-01,T8,10.3469
2016-05-08,T8,10.1753
2016-05-15,T8,11.1769
2016-05-22,T8,10.2296
2016-05-29,T8,9.6526
2016-06-05,T8,10.6428
2016-06-12,T8,10.6299
2016-06-19,T8,10.1785
2016-06-26,T8,9.9524
2016-07-03,T8,9.2616
2016-07-10,T8,10.2701
2016-07-17,T8,10.1277
2016-07-24,T8,10.1235
2016-07-31,T8,10.1294
2016-08-07,T8,10.0831
2016-08-14,T8,9.9826
2016-08-21,T8,10.5238
2016-08-28,T8,10.7939
2016-09-04,T8,9.7632
2016-09-11,T8,10.8163
2016-09-18,T8,11.2503
2016-09-25,T8,10.6238
2016-10-02,T8,10.3996
2016-10-09,T8,10.7195
2016-10-16,T8,10.5315
2016-10-23,T8,10.5889
2016-10-30,T8,10.3651
2016-11-06,T8,10.9663
2016-11-13,T8,10.4922
2016-11-20,T8,10.5258
2016-11-27,T8,9.4759
2016-12-04,T8,11.0125
2016-12-11,T8,11.5516
2016-12-18,T8,10.9814
2016-12-25,T8,8.1575
2015-01-04,T9,7.7403
2015-01-11,T9,9.0866
2015-01-18,T9,5.5603
2015-01-25,T9,9.0488
2015-02-01,T9,9.6953
2015-02-08,T9,9.6332
2015-02-15,T9,9.5752
2015-02-22,T9,10.0886
2015-03-01,T9,9.0626
2015-03-08,T9,10.2814
2015-03-15,T9,10.4861
2015-03-22,T9,10.0425
2015-03-29,T9,10.4742
2015-04-05,T9,9.636
2015-04-12,T9,10.2842
2015-04-19,T9,10.4997
2015-04-26,T9,10.3132
2015-05-03,T9,10.1184
2015-05-10,T9,10.1418
2015-05-17,T9,10.4787
2015-05-24,T9,9.72
2015-05-31,T9,10.4574
2015-06-07,T9,10.3541
2015-06-14,T9,10.4684
2015-06-21,T9,10.6597
2015-06-28,T9,10.5324
2015-07-05,T9,9.9119
2015-07-12,T9,10.4284
2015-07-19,T9,10.5364
2015-07-26,T9,10.207
2015-08-02,T9,10.585
2015-08-09,T9,10.1149
2015-08-16,T9,10.4246
2015-08-23,T9,10.7693
2015-08-30,T9,10.8431
2015-09-06,T9,10.2519
2015-09-13,T9,10.5959
2015-09-20,T9,10.453
2015-09-27,T9,10.5859
2015-10-04,T9,10.6659
2015-10-11,T9,10.1971
2015-10-18,T9,10.5117
2015-10-25,T9,10.6139
2015-11-01,T9,10.6488
2015-11-08,T9,10.03
2015-11-15,T9,10.9406
2015-11-22,T9,10.7285
2015-11-29,T9,9.0418
2015-12-06,T9,10.222
2015-12-13,T9,10.7115
2015-12-20,T9,10.7927
2015-12-27,T9,9.0542
2016-01-03,T9,8.9128
2016-01-10,T9,10.1728
2016-01-17,T9,9.785
2016-01-24,T9,10.2525
2016-01-31,T9,10.3655
2016-02-07,T9,10.3205
2016-02-14,T9,10.5281
2016-02-21,T9,10.5433
2016-02-28,T9,10.6113
2016-03-06,T9,10.205
2016-03-13,T9,10.2826
2016-03-20,T9,10.1239
2016-03-27,T9,10.5772
2016-04-03,T9,10.4463
2016-04-10,T9,10.3121
2016-04-17,T9,10.4222
2016-04-24,T9,10.1207
2016-05-01,T9,10.89
2016-05-08,T9,10.4923
2016-05-15,T9,10.9886
2016-05-22,T9,10.4844
2016-05-29,T9,10.2487
2016-06-05,T9,10.5278
2016-06-12,T9,10.6446
2016-06-19,T9,10.5526
2016-06-26,T9,10.5923
2016-07-03,T9,9.7541
2016-07-10,T9,10.2679
2016-07-17,T9,10.4034
2016-07-24,T9,10.0882
2016-07-31,T9,10.3905
2016-08-07,T9,11.1026
2016-08-14,T9,12.0854
2016-08-21,T9,12.8411
2016-08-28,T9,12.0301
2016-09-04,T9,10.9737
2016-09-11,T9,13.2256
2016-09-18,T9,14.5796
2016-09-25,T9,13.0918
2016-10-02,T9,11.2995
2016-10-09,T9,11.5459
2016-10-16,T9,9.5458
2016-10-23,T9,11.7854
2016-10-30,T9,12.2386
2016-11-06,T9,12.546
2016-11-13,T9,12.0219
2016-11-20,T9,13.267
2016-11-27,T9,10.1706
2016-12-04,T9,13.0007
2016-12-11,T9,12.1288
2016-12-18,T9,12.6333
2016-12-25,T9,10.7317
2015-01-04,T10,15.3714
2015-01-11,T10,20.2809
2015-01-18,T10,7.7777
