date,series,value
2020-08-15,T1,1370.0
2020-08-16,T1,1375.0
2020-08-17,T1,1375.0
2020-08-18,T1,1375.0
2020-08-19,T1,1375.0
2020-08-20,T1,1385.0
2020-01-22,T2,0.0
2020-01-23,T2,0.0
2020-01-24,T2,0.0
2020-01-25,T2,0.0
2020-01-26,T2,0.0
2020-01-27,T2,0.0
2020-01-28,T2,0.0
2020-01-29,T2,0.0
2020-01-30,T2,0.0
2020-01-31,T2,0.0
2020-02-01,T2,0.0
2020-02-02,T2,0.0
2020-02-03,T2,0.0
2020-02-04,T2,0.0
2020-02-05,T2,0.0
2020-02-06,T2,0.0
2020-02-07,T2,0.0
2020-02-08,T2,0.0
2020-02-09,T2,0.0
2020-02-10,T2,0.0
2020-02-11,T2,0.0
2020-02-12,T2,0.0
2020-02-13,T2,0.0
2020-02-14,T2,0.0
2020-02-15,T2,0.0
2020-02-16,T2,0.0
2020-02-17,T2,0.0
2020-02-18,T2,0.0
2020-02-19,T2,0.0
2020-02-20,T2,0.0
2020-02-21,T2,0.0
2020-02-22,T2,0.0
2020-02-23,T2,0.0
2020-02-24,T2,0.0
2020-02-25,T2,0.0
2020-02-26,T2,0.0
2020-02-27,T2,0.0
2020-02-28,T2,0.0
2020-02-29,T2,0.0
2020-03-01,T2,0.0
2020-03-02,T2,0.0
2020-03-03,T2,0.0
2020-03-04,T2,0.0
2020-03-05,T2,0.0
2020-03-06,T2,0.0
2020-03-07,T2,0.0
2020-03-08,T2,0.0
2020-03-09,T2,0.0
2020-03-10,T2,0.0
2020-03-11,T2,1.0
2020-03-12,T2,1.0
2020-03-13,T2,1.0
2020-03-14,T2,1.0
2020-03-15,T2,1.0
2020-03-16,T2,1.0
2020-03-17,T2,1.0
2020-03-18,T2,2.0
2020-03-19,T2,2.0
2020-03-20,T2,2.0
2020-03-21,T2,2.0
2020-03-22,T2,2.0
2020-03-23,T2,4.0
2020-03-24,T2,5.0
2020-03-25,T2,5.0
2020-03-26,T2,6.0
2020-03-27,T2,8.0
2020-03-28,T2,10.0
2020-03-29,T2,10.0
2020-03-30,T2,11.0
2020-03-31,T2,15.0
2020-04-01,T2,15.0
2020-04-02,T2,16.0
2020-04-03,T2,17.0
2020-04-04,T2,20.0
2020-04-05,T2,20.0
2020-04-06,T2,21.0
2020-04-07,T2,22.0
2020-04-08,T2,22.0
2020-04-09,T2,23.0
2020-04-10,T2,23.0
2020-04-11,T2,23.0
2020-04-12,T2,23.0
2020-04-13,T2,23.0
2020-04-14,T2,24.0
2020-04-15,T2,25.0
2020-04-16,T2,26.0
2020-04-17,T2,26.0
2020-04-18,T2,26.0
2020-04-19,T2,26.0
2020-04-20,T2,26.0
2020-04-21,T2,26.0
2020-04-22,T2,27.0
2020-04-23,T2,27.0
2020-04-24,T2,27.0
2020-04-25,T2,27.0
2020-04-26,T2,28.0
2020-04-27,T2,28.0
2020-04-28,T2,30.0
2020-04-29,T2,30.0
2020-04-30,T2,31.0
2020-05-01,T2,31.0
2020-05-02,T2,31.0
2020-05-03,T2,31.0
2020-05-04,T2,31.0
2020-05-05,T2,31.0
2020-05-06,T2,31.0
2020-05-07,T2,31.0
2020-05-08,T2,31.0
2020-05-09,T2,31.0
2020-05-10,T2,31.0
2020-05-11,T2,31.0
2020-05-12,T2,31.0
2020-05-13,T2,31.0
2020-05-14,T2,31.0
2020-05-15,T2,31.0
2020-05-16,T2,31.0
2020-05-17,T2,31.0
2020-05-18,T2,31.0
2020-05-19,T2,31.0
2020-05-20,T2,31.0
2020-05-21,T2,31.0
2020-05-22,T2,31.0
2020-05-23,T2,31.0
2020-05-24,T2,32.0
2020-05-25,T2,32.0
2020-05-26,T2,33.0
2020-05-27,T2,33.0
2020-05-28,T2,33.0
2020-05-29,T2,33.0
2020-05-30,T2,33.0
2020-05-31,T2,33.0
2020-06-01,T2,33.0
2020-06-02,T2,33.0
2020-06-03,T2,33.0
2020-06-04,T2,33.0
2020-06-05,T2,33.0
2020-06-06,T2,34.0
2020-06-07,T2,34.0
2020-06-08,T2,34.0
2020-06-09,T2,34.0
2020-06-10,T2,34.0
2020-06-11,T2,35.0
2020-06-12,T2,36.0
2020-06-13,T2,36.0
2020-06-14,T2,36.0
2020-06-15,T2,36.0
2020-06-16,T2,37.0
2020-06-17,T2,38.0
2020-06-18,T2,39.0
2020-06-19,T2,42.0
2020-06-20,T2,43.0
2020-06-21,T2,44.0
2020-06-22,T2,44.0
2020-06-23,T2,45.0
2020-06-24,T2,47.0
2020-06-25,T2,49.0
2020-06-26,T2,51.0
2020-06-27,T2,53.0
2020-06-28,T2,55.0
2020-06-29,T2,58.0
2020-06-30,T2,62.0
2020-07-01,T2,65.0
2020-07-02,T2,69.0
2020-07-03,T2,72.0
2020-07-04,T2,74.0
2020-07-05,T2,76.0
2020-07-06,T2,79.0
2020-07-07,T2,81.0
2020-07-08,T2,83.0
2020-07-09,T2,83.0
2020-07-10,T2,85.0
2020-07-11,T2,89.0
2020-07-12,T2,93.0
2020-07-13,T2,95.0
2020-07-14,T2,97.0
2020-07-15,T2,101.0
2020-07-16,T2,104.0
2020-07-17,T2,107.0
2020-07-18,T2,111.0
2020-07-19,T2,112.0
2020-07-20,T2,113.0
2020-07-21,T2,117.0
2020-07-22,T2,120.0
2020-07-23,T2,123.0
2020-07-24,T2,128.0
2020-07-25,T2,134.0
2020-07-26,T2,138.0
2020-07-27,T2,144.0
2020-07-28,T2,148.0
2020-07-29,T2,150.0
2020-07-30,T2,154.0
2020-07-31,T2,157.0
2020-08-01,T2,161.0
2020-08-02,T2,166.0
2020-08-03,T2,172.0
2020-08-04,T2,176.0
2020-08-05,T2,182.0
2020-08-06,T2,188.0
2020-08-07,T2,189.0
2020-08-08,T2,193.0
2020-08-09,T2,199.0
2020-08-10,T2,200.0
2020-08-11,T2,205.0
2020-08-12,T2,208.0
2020-08-13,T2,213.0
2020-08-14,T2,219.0
2020-08-15,T2,225.0
2020-08-16,T2,228.0
2020-08-17,T2,230.0
2020-08-18,T2,232.0
2020-08-19,T2,234.0
2020-08-20,T2,238.0
2020-01-22,T3,0.0
2020-01-23,T3,0.0
2020-01-24,T3,0.0
2020-01-25,T3,0.0
2020-01-26,T3,0.0
2020-01-27,T3,0.0
2020-01-28,T3,0.0
2020-01-29,T3,0.0
2020-01-30,T3,0.0
2020-01-31,T3,0.0
2020-02-01,T3,0.0
2020-02-02,T3,0.0
2020-02-03,T3,0.0
2020-02-04,T3,0.0
2020-02-05,T3,0.0
2020-02-06,T3,0.0
2020-02-07,T3,0.0
2020-02-08,T3,0.0
2020-02-09,T3,0.0
2020-02-10,T3,0.0
2020-02-11,T3,0.0
2020-02-12,T3,0.0
2020-02-13,T3,0.0
2020-02-14,T3,0.0
2020-02-15,T3,0.0
2020-02-16,T3,0.0
2020-02-17,T3,0.0
2020-02-18,T3,0.0
2020-02-19,T3,0.0
2020-02-20,T3,0.0
2020-02-21,T3,0.0
2020-02-22,T3,0.0
2020-02-23,T3,0.0
2020-02-24,T3,0.0
2020-02-25,T3,0.0
2020-02-26,T3,0.0
2020-02-27,T3,0.0
2020-02-28,T3,0.0
2020-02-29,T3,0.0
2020-03-01,T3,0.0
2020-03-02,T3,0.0
2020-03-03,T3,0.0
2020-03-04,T3,0.0
2020-03-05,T3,0.0
2020-03-06,T3,0.0
2020-03-07,T3,0.0
2020-03-08,T3,0.0
2020-03-09,T3,0.0
2020-03-10,T3,0.0
2020-03-11,T3,0.0
2020-03-12,T3,1.0
2020-03-13,T3,2.0
2020-03-14,T3,3.0
2020-03-15,T3,4.0
2020-03-16,T3,4.0
2020-03-17,T3,4.0
2020-03-18,T3,7.0
2020-03-19,T3,9.0
2020-03-20,T3,11.0
2020-03-21,T3,15.0
2020-03-22,T3,17.0
2020-03-23,T3,17.0
2020-03-24,T3,19.0
2020-03-25,T3,21.0
2020-03-26,T3,25.0
2020-03-27,T3,26.0
2020-03-28,T3,29.0
2020-03-29,T3,31.0
2020-03-30,T3,35.0
2020-03-31,T3,44.0
2020-04-01,T3,58.0
2020-04-02,T3,86.0
2020-04-03,T3,105.0
2020-04-04,T3,130.0
2020-04-05,T3,152.0
2020-04-06,T3,173.0
2020-04-07,T3,193.0
2020-04-08,T3,205.0
2020-04-09,T3,235.0
2020-04-10,T3,256.0
2020-04-11,T3,275.0
2020-04-12,T3,293.0
2020-04-13,T3,313.0
2020-04-14,T3,326.0
2020-04-15,T3,336.0
2020-04-16,T3,348.0
2020-04-17,T3,364.0
2020-04-18,T3,367.0
2020-04-19,T3,375.0
2020-04-20,T3,384.0
2020-04-21,T3,392.0
2020-04-22,T3,402.0
2020-04-23,T3,407.0
2020-04-24,T3,415.0
2020-04-25,T3,419.0
2020-04-26,T3,425.0
2020-04-27,T3,432.0
2020-04-28,T3,437.0
2020-04-29,T3,444.0
2020-04-30,T3,450.0
2020-05-01,T3,453.0
2020-05-02,T3,459.0
2020-05-03,T3,463.0
2020-05-04,T3,465.0
2020-05-05,T3,470.0
2020-05-06,T3,476.0
2020-05-07,T3,483.0
2020-05-08,T3,488.0
2020-05-09,T3,494.0
2020-05-10,T3,502.0
2020-05-11,T3,507.0
2020-05-12,T3,515.0
2020-05-13,T3,522.0
2020-05-14,T3,529.0
2020-05-15,T3,536.0
2020-05-16,T3,542.0
2020-05-17,T3,548.0
2020-05-18,T3,555.0
2020-05-19,T3,561.0
2020-05-20,T3,568.0
2020-05-21,T3,575.0
2020-05-22,T3,582.0
2020-05-23,T3,592.0
2020-05-24,T3,600.0
2020-05-25,T3,609.0
2020-05-26,T3,617.0
2020-05-27,T3,623.0
2020-05-28,T3,630.0
2020-05-29,T3,638.0
2020-05-30,T3,646.0
2020-05-31,T3,653.0
2020-06-01,T3,661.0
2020-06-02,T3,667.0
2020-06-03,T3,673.0
2020-06-04,T3,681.0
2020-06-05,T3,690.0
2020-06-06,T3,698.0
2020-06-07,T3,707.0
2020-06-08,T3,715.0
2020-06-09,T3,724.0
2020-06-10,T3,732.0
2020-06-11,T3,741.0
2020-06-12,T3,751.0
2020-06-13,T3,760.0
2020-06-14,T3,767.0
2020-06-15,T3,777.0
2020-06-16,T3,788.0
2020-06-17,T3,799.0
2020-06-18,T3,811.0
2020-06-19,T3,825.0
2020-06-20,T3,837.0
2020-06-21,T3,845.0
2020-06-22,T3,852.0
2020-06-23,T3,861.0
2020-06-24,T3,869.0
2020-06-25,T3,878.0
2020-06-26,T3,885.0
2020-06-27,T3,892.0
2020-06-28,T3,897.0
2020-06-29,T3,905.0
2020-06-30,T3,912.0
2020-07-01,T3,920.0
2020-07-02,T3,928.0
2020-07-03,T3,937.0
2020-07-04,T3,946.0
2020-07-05,T3,952.0
2020-07-06,T3,959.0
2020-07-07,T3,968.0
2020-07-08,T3,978.0
2020-07-09,T3,988.0
2020-07-10,T3,996.0
2020-07-11,T3,1004.0
2020-07-12,T3,1011.0
2020-07-13,T3,1018.0
2020-07-14,T3,1028.0
2020-07-15,T3,1040.0
2020-07-16,T3,1052.0
2020-07-17,T3,1057.0
2020-07-18,T3,1068.0
2020-07-19,T3,1078.0
2020-07-20,T3,1087.0
2020-07-21,T3,1100.0
2020-07-22,T3,1111.0
2020-07-23,T3,1124.0
2020-07-24,T3,1136.0
2020-07-25,T3,1146.0
2020-07-26,T3,1155.0
2020-07-27,T3,1163.0
2020-07-28,T3,1174.0
2020-07-29,T3,1186.0
2020-07-30,T3,1200.0
2020-07-31,T3,1210.0
2020-08-01,T3,1223.0
2020-08-02,T3,1231.0
2020-08-03,T3,1239.0
2020-08-04,T3,1248.0
2020-08-05,T3,1261.0
2020-08-06,T3,1273.0
2020-08-07,T3,1282.0
2020-08-08,T3,1293.0
2020-08-09,T3,1302.0
2020-08-10,T3,1312.0
2020-08-11,T3,1322.0
2020-08-12,T3,1333.0
2020-08-13,T3,1341.0
2020-08-14,T3,1351.0
2020-08-15,T3,1360.0
2020-08-16,T3,1370.0
2020-08-17,T3,1379.0
2020-08-18,T3,1391.0
2020-08-19,T3,1402.0
2020-08-20,T3,1411.0
2020-01-22,T4,0.0
2020-01-23,T4,0.0
2020-01-24,T4,0.0
2020-01-25,T4,0.0
2020-01-26,T4,0.0
2020-01-27,T4,0.0
2020-01-28,T4,0.0
2020-01-29,T4,0.0
2020-01-30,T4,0.0
2020-01-31,T4,0.0
2020-02-01,T4,0.0
2020-02-02,T4,0.0
2020-02-03,T4,0.0
2020-02-04,T4,0.0
2020-02-05,T4,0.0
2020-02-06,T4,0.0
2020-02-07,T4,0.0
2020-02-08,T4,0.0
2020-02-09,T4,0.0
2020-02-10,T4,0.0
2020-02-11,T4,0.0
2020-02-12,T4,0.0
2020-02-13,T4,0.0
2020-02-14,T4,0.0
2020-02-15,T4,0.0
2020-02-16,T4,0.0
2020-02-17,T4,0.0
2020-02-18,T4,0.0
2020-02-19,T4,0.0
2020-02-20,T4,0.0
2020-02-21,T4,0.0
2020-02-22,T4,0.0
2020-02-23,T4,0.0
2020-02-24,T4,0.0
2020-02-25,T4,0.0
2020-02-26,T4,0.0
2020-02-27,T4,0.0
2020-02-28,T4,0.0
2020-02-29,T4,0.0
2020-03-01,T4,0.0
2020-03-02,T4,0.0
2020-03-03,T4,0.0
2020-03-04,T4,0.0
2020-03-05,T4,0.0
2020-03-06,T4,0.0
2020-03-07,T4,0.0
2020-03-08,T4,0.0
2020-03-09,T4,0.0
2020-03-10,T4,0.0
2020-03-11,T4,0.0
2020-03-12,T4,0.0
2020-03-13,T4,0.0
2020-03-14,T4,0.0
2020-03-15,T4,0.0
2020-03-16,T4,0.0
2020-03-17,T4,0.0
2020-03-18,T4,0.0
2020-03-19,T4,0.0
2020-03-20,T4,0.0
2020-03-21,T4,0.0
2020-03-22,T4,1.0
2020-03-23,T4,1.0
2020-03-24,T4,1.0
2020-03-25,T4,1.0
2020-03-26,T4,3.0
2020-03-27,T4,3.0
2020-03-28,T4,3.0
2020-03-29,T4,6.0
2020-03-30,T4,8.0
2020-03-31,T4,12.0
2020-04-01,T4,14.0
2020-04-02,T4,15.0
2020-04-03,T4,16.0
2020-04-04,T4,17.0
2020-04-05,T4,18.0
2020-04-06,T4,21.0
2020-04-07,T4,22.0
2020-04-08,T4,23.0
2020-04-09,T4,25.0
2020-04-10,T4,26.0
2020-04-11,T4,26.0
2020-04-12,T4,29.0
2020-04-13,T4,29.0
2020-04-14,T4,31.0
2020-04-15,T4,33.0
2020-04-16,T4,33.0
2020-04-17,T4,35.0
2020-04-18,T4,35.0
2020-04-19,T4,36.0
2020-04-20,T4,37.0
2020-04-21,T4,37.0
2020-04-22,T4,37.0
2020-04-23,T4,37.0
2020-04-24,T4,40.0
2020-04-25,T4,40.0
2020-04-26,T4,40.0
2020-04-27,T4,40.0
2020-04-28,T4,41.0
2020-04-29,T4,42.0
2020-04-30,T4,42.0
2020-05-01,T4,43.0
2020-05-02,T4,44.0
2020-05-03,T4,45.0
2020-05-04,T4,45.0
2020-05-05,T4,46.0
2020-05-06,T4,46.0
2020-05-07,T4,47.0
2020-05-08,T4,47.0
2020-05-09,T4,48.0
2020-05-10,T4,48.0
2020-05-11,T4,48.0
2020-05-12,T4,48.0
2020-05-13,T4,49.0
2020-05-14,T4,49.0
2020-05-15,T4,49.0
2020-05-16,T4,51.0
2020-05-17,T4,51.0
2020-05-18,T4,51.0
2020-05-19,T4,51.0
2020-05-20,T4,51.0
2020-05-21,T4,51.0
2020-05-22,T4,51.0
2020-05-23,T4,51.0
2020-05-24,T4,51.0
2020-05-25,T4,51.0
2020-05-26,T4,51.0
2020-05-27,T4,51.0
2020-05-28,T4,51.0
2020-05-29,T4,51.0
2020-05-30,T4,51.0
2020-05-31,T4,51.0
2020-06-01,T4,51.0
2020-06-02,T4,51.0
2020-06-03,T4,51.0
2020-06-04,T4,51.0
2020-06-05,T4,51.0
2020-06-06,T4,51.0
2020-06-07,T4,51.0
2020-06-08,T4,51.0
2020-06-09,T4,51.0
2020-06-10,T4,51.0
2020-06-11,T4,51.0
2020-06-12,T4,51.0
2020-06-13,T4,51.0
2020-06-14,T4,51.0
2020-06-15,T4,51.0
2020-06-16,T4,52.0
2020-06-17,T4,52.0
2020-06-18,T4,52.0
2020-06-19,T4,52.0
2020-06-20,T4,52.0
2020-06-21,T4,52.0
2020-06-22,T4,52.0
2020-06-23,T4,52.0
2020-06-24,T4,52.0
2020-06-25,T4,52.0
2020-06-26,T4,52.0
2020-06-27,T4,52.0
2020-06-28,T4,52.0
2020-06-29,T4,52.0
2020-06-30,T4,52.0
2020-07-01,T4,52.0
2020-07-02,T4,52.0
2020-07-03,T4,52.0
2020-07-04,T4,52.0
2020-07-05,T4,52.0
2020-07-06,T4,52.0
2020-07-07,T4,52.0
2020-07-08,T4,52.0
2020-07-09,T4,52.0
2020-07-10,T4,52.0
2020-07-11,T4,52.0
2020-07-12,T4,52.0
2020-07-13,T4,52.0
2020-07-14,T4,52.0
2020-07-15,T4,52.0
2020-07-16,T4,52.0
2020-07-17,T4,52.0
2020-07-18,T4,52.0
2020-07-19,T4,52.0
2020-07-20,T4,52.0
2020-07-21,T4,52.0
2020-07-22,T4,52.0
2020-07-23,T4,52.0
2020-07-24,T4,52.0
2020-07-25,T4,52.0
2020-07-26,T4,52.0
2020-07-27,T4,52.0
2020-07-28,T4,52.0
2020-07-29,T4,52.0
2020-07-30,T4,52.0
2020-07-31,T4,52.0
2020-08-01,T4,52.0
2020-08-02,T4,52.0
2020-08-03,T4,52.0
2020-08-04,T4,52.0
2020-08-05,T4,52.0
2020-08-06,T4,52.0
2020-08-07,T4,52.0
2020-08-08,T4,52.0
2020-08-09,T4,52.0
2020-08-10,T4,52.0
2020-08-11,T4,52.0
2020-08-12,T4,53.0
2020-08-13,T4,53.0
2020-08-14,T4,53.0
2020-08-15,T4,53.0
2020-08-16,T4,53.0
2020-08-17,T4,53.0
2020-08-18,T4,53.0
2020-08-19,T4,53.0
2020-08-20,T4,53.0
2020-01-22,T5,0.0
2020-01-23,T5,0.0
2020-01-24,T5,0.0
2020-01-25,T5,0.0
2020-01-26,T5,0.0
2020-01-27,T5,0.0
2020-01-28,T5,0.0
2020-01-29,T5,0.0
2020-01-30,T5,0.0
2020-01-31,T5,0.0
2020-02-01,T5,0.0
2020-02-02,T5,0.0
2020-02-03,T5,0.0
2020-02-04,T5,0.0
2020-02-05,T5,0.0
2020-02-06,T5,0.0
2020-02-07,T5,0.0
2020-02-08,T5,0.0
2020-02-09,T5,0.0
2020-02-10,T5,0.0
2020-02-11,T5,0.0
2020-02-12,T5,0.0
2020-02-13,T5,0.0
2020-02-14,T5,0.0
2020-02-15,T5,0.0
2020-02-16,T5,0.0
2020-02-17,T5,0.0
2020-02-18,T5,0.0
2020-02-19,T5,0.0
2020-02-20,T5,0.0
2020-02-21,T5,0.0
2020-02-22,T5,0.0
2020-02-23,T5,0.0
2020-02-24,T5,0.0
2020-02-25,T5,0.0
2020-02-26,T5,0.0
2020-02-27,T5,0.0
2020-02-28,T5,0.0
2020-02-29,T5,0.0
2020-03-01,T5,0.0
2020-03-02,T5,0.0
2020-03-03,T5,0.0
2020-03-04,T5,0.0
2020-03-05,T5,0.0
2020-03-06,T5,0.0
2020-03-07,T5,0.0
2020-03-08,T5,0.0
2020-03-09,T5,0.0
2020-03-10,T5,0.0
2020-03-11,T5,0.0
2020-03-12,T5,0.0
2020-03-13,T5,0.0
2020-03-14,T5,0.0
2020-03-15,T5,0.0
2020-03-16,T5,0.0
2020-03-17,T5,0.0
2020-03-18,T5,0.0
2020-03-19,T5,0.0
2020-03-20,T5,0.0
2020-03-21,T5,0.0
2020-03-22,T5,0.0
2020-03-23,T5,0.0
2020-03-24,T5,0.0
2020-03-25,T5,0.0
2020-03-26,T5,0.0
2020-03-27,T5,0.0
2020-03-28,T5,0.0
2020-03-29,T5,2.0
2020-03-30,T5,2.0
2020-03-31,T5,2.0
2020-04-01,T5,2.0
2020-04-02,T5,2.0
2020-04-03,T5,2.0
2020-04-04,T5,2.0
2020-04-05,T5,2.0
2020-04-06,T5,2.0
2020-04-07,T5,2.0
2020-04-08,T5,2.0
2020-04-09,T5,2.0
2020-04-10,T5,2.0
2020-04-11,T5,2.0
2020-04-12,T5,2.0
2020-04-13,T5,2.0
2020-04-14,T5,2.0
2020-04-15,T5,2.0
2020-04-16,T5,2.0
2020-04-17,T5,2.0
2020-04-18,T5,2.0
2020-04-19,T5,2.0
2020-04-20,T5,2.0
2020-04-21,T5,2.0
2020-04-22,T5,2.0
2020-04-23,T5,2.0
2020-04-24,T5,2.0
2020-04-25,T5,2.0
2020-04-26,T5,2.0
2020-04-27,T5,2.0
2020-04-28,T5,2.0
2020-04-29,T5,2.0
2020-04-30,T5,2.0
2020-05-01,T5,2.0
2020-05-02,T5,2.0
2020-05-03,T5,2.0
2020-05-04,T5,2.0
2020-05-05,T5,2.0
2020-05-06,T5,2.0
2020-05-07,T5,2.0
2020-05-08,T5,2.0
2020-05-09,T5,2.0
2020-05-10,T5,2.0
2020-05-11,T5,2.0
2020-05-12,T5,2.0
2020-05-13,T5,2.0
2020-05-14,T5,2.0
2020-05-15,T5,2.0
2020-05-16,T5,2.0
2020-05-17,T5,2.0
2020-05-18,T5,3.0
2020-05-19,T5,3.0
2020-05-20,T5,3.0
2020-05-21,T5,3.0
2020-05-22,T5,3.0
2020-05-23,T5,4.0
2020-05-24,T5,4.0
2020-05-25,T5,4.0
2020-05-26,T5,4.0
2020-05-27,T5,4.0
2020-05-28,T5,4.0
2020-05-29,T5,4.0
2020-05-30,T5,4.0
2020-05-31,T5,4.0
2020-06-01,T5,4.0
2020-06-02,T5,4.0
2020-06-03,T5,4.0
2020-06-04,T5,4.0
2020-06-05,T5,4.0
2020-06-06,T5,4.0
2020-06-07,T5,4.0
2020-06-08,T5,4.0
2020-06-09,T5,4.0
2020-06-10,T5,4.0
2020-06-11,T5,5.0
2020-06-12,T5,5.0
2020-06-13,T5,6.0
2020-06-14,T5,6.0
