date,series,value
1987-05-01,T2,131736.8
1987-06-01,T2,151818.7
1987-07-01,T2,204872.0
1987-08-01,T2,200877.9
1987-09-01,T2,172959.4
1987-10-01,T2,143267.2
1987-11-01,T2,100896.7
1987-12-01,T2,91154.37
1988-01-01,T2,100889.3
1988-02-01,T2,105025.5
1988-03-01,T2,103881.0
1988-04-01,T2,117237.1
1988-05-01,T2,125309.9
1988-06-01,T2,145201.7
1988-07-01,T2,175963.3
1988-08-01,T2,220512.4
1988-09-01,T2,179558.0
1988-10-01,T2,145964.9
1988-11-01,T2,109480.0
1988-12-01,T2,88714.75
1989-01-01,T2,104875.7
1989-02-01,T2,92488.0
1989-03-01,T2,103057.3
1989-04-01,T2,105123.7
1989-05-01,T2,130371.3
1989-06-01,T2,139400.0
1989-07-01,T2,162441.1
1989-08-01,T2,198709.2
1989-09-01,T2,154935.7
1989-10-01,T2,151893.3
1989-11-01,T2,76786.91
1989-12-01,T2,79548.9
1990-01-01,T2,109728.2
1990-02-01,T2,88898.58
1990-03-01,T2,82404.9
1990-04-01,T2,101708.7
1990-05-01,T2,112285.4
1990-06-01,T2,106262.4
1990-07-01,T2,155264.0
1990-08-01,T2,170488.7
1990-09-01,T2,132573.7
1990-10-01,T2,132368.2
1990-11-01,T2,102293.9
1990-12-01,T2,77060.46
1991-01-01,T2,105801.7
1991-02-01,T2,70909.86
1991-03-01,T2,71229.47
1991-04-01,T2,99842.44
1991-05-01,T2,106268.9
1991-06-01,T2,102494.4
1991-07-01,T2,163841.8
1991-08-01,T2,177779.3
1991-09-01,T2,146222.3
1991-10-01,T2,143864.2
1991-11-01,T2,95231.29
1991-12-01,T2,87472.69
1992-01-01,T2,98428.95
1992-02-01,T2,80790.9
1992-03-01,T2,90682.21
1992-04-01,T2,97428.01
1992-05-01,T2,115606.6
1992-06-01,T2,130511.8
1992-07-01,T2,175490.2
1992-08-01,T2,176215.2
1992-09-01,T2,160025.7
1992-10-01,T2,150995.5
1992-11-01,T2,112002.6
1992-12-01,T2,85668.59
1993-01-01,T2,107283.1
1993-02-01,T2,86953.77
1993-03-01,T2,95141.96
1993-04-01,T2,104902.6
1993-05-01,T2,117794.5
1993-06-01,T2,139187.5
1993-07-01,T2,183571.9
1993-08-01,T2,185953.0
1993-09-01,T2,171384.6
1993-10-01,T2,169834.5
1993-11-01,T2,125275.4
1993-12-01,T2,90986.6
1994-01-01,T2,100422.4502
1994-02-01,T2,94333.93611
1994-03-01,T2,109861.6957
1994-04-01,T2,116636.7445
1994-05-01,T2,139426.5233
1994-06-01,T2,161014.9254
1994-07-01,T2,199405.116
1985-01-01,T3,37047.0
1985-02-01,T3,32836.0
1985-03-01,T3,51094.0
1985-04-01,T3,52629.0
1985-05-01,T3,56884.0
1985-06-01,T3,52955.0
1985-07-01,T3,56012.0
1985-08-01,T3,50462.0
1985-09-01,T3,53323.0
1985-10-01,T3,82429.0
1985-11-01,T3,63110.0
1985-12-01,T3,49387.0
1986-01-01,T3,44441.0
1986-02-01,T3,35413.0
1986-03-01,T3,51999.0
1986-04-01,T3,54271.0
1986-05-01,T3,60262.0
1986-06-01,T3,59452.0
1986-07-01,T3,64171.0
1986-08-01,T3,54254.0
1986-09-01,T3,58940.0
1986-10-01,T3,89918.0
1986-11-01,T3,72555.0
1986-12-01,T3,58752.0
1987-01-01,T3,47856.0
1987-02-01,T3,44790.0
1987-03-01,T3,57907.0
1987-04-01,T3,62875.0
1987-05-01,T3,70300.0
1987-06-01,T3,69748.0
1987-07-01,T3,77525.0
1987-08-01,T3,63080.0
1987-09-01,T3,64232.0
1987-10-01,T3,98220.0
1987-11-01,T3,75148.0
1987-12-01,T3,61660.0
1988-01-01,T3,50647.0
1988-02-01,T3,39450.0
1988-03-01,T3,61803.0
1988-04-01,T3,64106.0
1988-05-01,T3,61257.0
1988-06-01,T3,64184.0
1988-07-01,T3,68209.0
1988-08-01,T3,56163.0
1988-09-01,T3,58800.0
1988-10-01,T3,93882.0
1988-11-01,T3,70703.0
1988-12-01,T3,60040.0
1989-01-01,T3,53849.0
1989-02-01,T3,41919.0
1989-03-01,T3,59563.0
1989-04-01,T3,63059.0
1989-05-01,T3,61974.0
1989-06-01,T3,49665.0
1989-07-01,T3,43538.0
1989-08-01,T3,38435.0
1989-09-01,T3,43107.0
1989-10-01,T3,62321.0
1989-11-01,T3,56141.0
1989-12-01,T3,50829.0
1990-01-01,T3,42544.0
1990-02-01,T3,42302.0
1990-03-01,T3,51261.0
1990-04-01,T3,51280.0
1990-05-01,T3,49238.0
1990-06-01,T3,49710.0
1990-07-01,T3,55225.0
1990-08-01,T3,46573.0
1990-09-01,T3,47691.0
1990-10-01,T3,67606.0
1990-11-01,T3,57955.0
1990-12-01,T3,50877.0
1991-01-01,T3,43495.0
1991-02-01,T3,30509.0
1991-03-01,T3,45439.0
1991-04-01,T3,50492.0
1991-05-01,T3,49561.0
1991-06-01,T3,53391.0
1991-07-01,T3,55188.0
1991-08-01,T3,48622.0
1991-09-01,T3,52964.0
1991-10-01,T3,71236.0
1991-11-01,T3,62555.0
1991-12-01,T3,56233.0
1992-01-01,T3,51071.0
1992-02-01,T3,40195.0
1992-03-01,T3,56263.0
1992-04-01,T3,58795.0
1992-05-01,T3,59050.0
1992-06-01,T3,59092.0
1992-07-01,T3,61821.0
1992-08-01,T3,49444.0
1992-09-01,T3,54483.0
1992-10-01,T3,78968.0
1992-11-01,T3,65684.0
1992-12-01,T3,59424.0
1993-01-01,T3,48734.0
1993-02-01,T3,51548.0
1993-03-01,T3,65090.0
1993-04-01,T3,64375.0
1993-05-01,T3,66516.0
1993-06-01,T3,61060.0
1993-07-01,T3,66226.0
1993-08-01,T3,54776.0
1993-09-01,T3,60665.0
1993-10-01,T3,84066.0
1993-11-01,T3,70214.0
1993-12-01,T3,62396.0
1994-01-01,T3,63438.0
1994-02-01,T3,46261.0
1994-03-01,T3,72942.0
1994-04-01,T3,69784.0
1994-05-01,T3,65471.0
1994-06-01,T3,65964.0
1994-07-01,T3,63810.0
1994-08-01,T3,55093.0
1994-09-01,T3,59064.0
1994-10-01,T3,83154.0
1994-11-01,T3,67528.0
1994-12-01,T3,63530.0
1995-01-01,T3,56393.0
1995-02-01,T3,49912.0
1995-03-01,T3,70010.0
1995-04-01,T3,66038.0
1995-05-01,T3,62639.0
1995-06-01,T3,62413.0
1995-07-01,T3,61698.0
1995-08-01,T3,54603.0
1995-09-01,T3,59248.0
1995-10-01,T3,78967.0
1995-11-01,T3,66298.0
1995-12-01,T3,60692.0
1996-01-01,T3,71999.0
1996-02-01,T3,57392.0
1996-03-01,T3,78414.0
1996-04-01,T3,72222.0
1996-05-01,T3,66030.0
1996-06-01,T3,65179.0
1996-07-01,T3,69204.0
1996-08-01,T3,59921.0
1996-09-01,T3,62987.0
1996-10-01,T3,89547.0
1996-11-01,T3,75328.0
1996-12-01,T3,64502.0
1997-01-01,T3,82246.0
1997-02-01,T3,62445.0
1997-03-01,T3,89234.0
1997-04-01,T3,88004.0
1997-05-01,T3,77768.0
1997-06-01,T3,72134.0
1997-07-01,T3,58023.0
1997-08-01,T3,55868.0
1997-09-01,T3,59086.0
1997-10-01,T3,83562.0
1997-11-01,T3,70929.0
1997-12-01,T3,61918.0
1998-01-01,T3,60700.0
1998-02-01,T3,57556.0
1998-03-01,T3,69259.0
1998-04-01,T3,76468.0
1998-05-01,T3,71353.0
1998-06-01,T3,67198.0
1998-07-01,T3,67310.0
1998-08-01,T3,59948.0
1998-09-01,T3,57766.0
1998-10-01,T3,89328.0
1998-11-01,T3,80095.0
1998-12-01,T3,71345.0
1999-01-01,T3,65272.0
1999-02-01,T3,50325.0
1999-03-01,T3,80869.0
1999-04-01,T3,77311.0
1999-05-01,T3,67898.0
1999-06-01,T3,69994.0
1999-07-01,T3,72211.0
1999-08-01,T3,64821.0
1999-09-01,T3,62960.0
1999-10-01,T3,96831.0
1999-11-01,T3,84010.0
1999-12-01,T3,66423.0
2000-01-01,T3,66513.0
2000-02-01,T3,58611.0
2000-03-01,T3,84251.0
2000-04-01,T3,86790.0
2000-05-01,T3,78407.0
2000-06-01,T3,85116.0
2000-07-01,T3,83509.0
2000-08-01,T3,72482.0
2000-09-01,T3,71027.0
2000-10-01,T3,102227.0
2000-11-01,T3,93525.0
2000-12-01,T3,83550.0
2001-01-01,T3,67809.0
2001-02-01,T3,68639.0
2001-03-01,T3,91386.0
2001-04-01,T3,92745.0
2001-05-01,T3,82683.0
2001-06-01,T3,87511.0
2001-07-01,T3,85417.0
2001-08-01,T3,77333.0
2001-09-01,T3,58667.0
2001-10-01,T3,73983.0
2001-11-01,T3,75409.0
2001-12-01,T3,74135.0
2002-01-01,T3,76294.0
2002-02-01,T3,58438.0
2002-03-01,T3,93484.0
2002-04-01,T3,92560.0
2002-05-01,T3,81826.0
2002-06-01,T3,85601.0
2002-07-01,T3,84516.0
2002-08-01,T3,75714.0
2002-09-01,T3,72027.0
2002-10-01,T3,104180.0
2002-11-01,T3,95803.0
2002-12-01,T3,80401.0
2003-01-01,T3,80860.0
2003-02-01,T3,61444.0
2003-03-01,T3,70274.0
2003-04-01,T3,13276.0
2003-05-01,T3,8766.0
2003-06-01,T3,20262.0
2003-07-01,T3,49302.0
2003-08-01,T3,67804.0
2003-09-01,T3,71877.0
2003-10-01,T3,88143.0
2003-11-01,T3,81385.0
2003-12-01,T3,70398.0
2004-01-01,T3,63632.0
2004-02-01,T3,69411.0
2004-03-01,T3,86238.0
2004-04-01,T3,89248.0
2004-05-01,T3,80577.0
2004-06-01,T3,93187.0
2004-07-01,T3,96569.0
2004-08-01,T3,83880.0
2004-09-01,T3,83259.0
2004-10-01,T3,114520.0
2004-11-01,T3,102524.0
2004-12-01,T3,88651.0
2005-01-01,T3,89162.0
2005-02-01,T3,66728.0
2005-03-01,T3,104864.0
2005-04-01,T3,102253.0
2005-05-01,T3,91564.0
2005-06-01,T3,99782.0
2005-07-01,T3,100335.0
2005-08-01,T3,87455.0
2005-09-01,T3,87126.0
2005-10-01,T3,113382.0
2005-11-01,T3,109339.0
2005-12-01,T3,91099.0
2006-01-01,T3,84685.0
2006-02-01,T3,72779.0
2006-03-01,T3,106548.0
2006-04-01,T3,105057.0
2006-05-01,T3,92703.0
2006-06-01,T3,102484.0
2006-07-01,T3,101753.0
2006-08-01,T3,86872.0
2006-09-01,T3,87775.0
2006-10-01,T3,116104.0
2006-11-01,T3,108333.0
2006-12-01,T3,93932.0
1985-01-01,T4,7611.0
1985-02-01,T4,6859.0
1985-03-01,T4,9247.0
1985-04-01,T4,10924.0
1985-05-01,T4,9064.0
1985-06-01,T4,7417.0
1985-07-01,T4,10467.0
1985-08-01,T4,7921.0
1985-09-01,T4,8235.0
1985-10-01,T4,12978.0
1985-11-01,T4,11397.0
1985-12-01,T4,11425.0
1986-01-01,T4,9340.0
1986-02-01,T4,8487.0
1986-03-01,T4,11359.0
1986-04-01,T4,10291.0
1986-05-01,T4,9239.0
1986-06-01,T4,8106.0
1986-07-01,T4,10171.0
1986-08-01,T4,8871.0
1986-09-01,T4,8987.0
1986-10-01,T4,15119.0
1986-11-01,T4,14205.0
1986-12-01,T4,13561.0
1987-01-01,T4,12391.0
1987-02-01,T4,11800.0
1987-03-01,T4,13638.0
1987-04-01,T4,11471.0
1987-05-01,T4,12288.0
1987-06-01,T4,10817.0
1987-07-01,T4,13015.0
1987-08-01,T4,10553.0
1987-09-01,T4,10932.0
1987-10-01,T4,17869.0
1987-11-01,T4,16805.0
1987-12-01,T4,14822.0
1988-01-01,T4,14140.0
1988-02-01,T4,12626.0
1988-03-01,T4,16191.0
1988-04-01,T4,14237.0
1988-05-01,T4,12823.0
1988-06-01,T4,10632.0
1988-07-01,T4,12924.0
1988-08-01,T4,10015.0
1988-09-01,T4,10849.0
1988-10-01,T4,18510.0
1988-11-01,T4,17769.0
1988-12-01,T4,15308.0
1989-01-01,T4,14783.0
1989-02-01,T4,11863.0
1989-03-01,T4,17376.0
1989-04-01,T4,13007.0
1989-05-01,T4,12380.0
1989-06-01,T4,9094.0
1989-07-01,T4,10214.0
1989-08-01,T4,7818.0
1989-09-01,T4,8683.0
1989-10-01,T4,14401.0
1989-11-01,T4,15375.0
1989-12-01,T4,15515.0
1990-01-01,T4,12764.0
1990-02-01,T4,12913.0
1990-03-01,T4,15718.0
1990-04-01,T4,12470.0
1990-05-01,T4,12089.0
1990-06-01,T4,10177.0
1990-07-01,T4,11939.0
1990-08-01,T4,9677.0
1990-09-01,T4,9288.0
1990-10-01,T4,15847.0
1990-11-01,T4,15766.0
1990-12-01,T4,17047.0
1991-01-01,T4,13725.0
1991-02-01,T4,10226.0
1991-03-01,T4,13492.0
1991-04-01,T4,12196.0
1991-05-01,T4,12027.0
1991-06-01,T4,11208.0
1991-07-01,T4,13302.0
1991-08-01,T4,10554.0
1991-09-01,T4,10411.0
1991-10-01,T4,17860.0
1991-11-01,T4,17660.0
1991-12-01,T4,19123.0
1992-01-01,T4,16667.0
1992-02-01,T4,13534.0
1992-03-01,T4,16584.0
1992-04-01,T4,14493.0
1992-05-01,T4,13732.0
1992-06-01,T4,11641.0
1992-07-01,T4,14468.0
1992-08-01,T4,11760.0
1992-09-01,T4,11576.0
1992-10-01,T4,18495.0
1992-11-01,T4,18417.0
1992-12-01,T4,18864.0
1993-01-01,T4,15338.0
1993-02-01,T4,15066.0
1993-03-01,T4,16743.0
1993-04-01,T4,15040.0
1993-05-01,T4,14920.0
1993-06-01,T4,12256.0
1993-07-01,T4,16268.0
1993-08-01,T4,13082.0
1993-09-01,T4,12236.0
1993-10-01,T4,20325.0
1993-11-01,T4,19836.0
1993-12-01,T4,18322.0
1994-01-01,T4,17151.0
1994-02-01,T4,13018.0
1994-03-01,T4,18585.0
1994-04-01,T4,16094.0
1994-05-01,T4,15018.0
1994-06-01,T4,12455.0
1994-07-01,T4,15644.0
1994-08-01,T4,12648.0
1994-09-01,T4,11248.0
1994-10-01,T4,17809.0
1994-11-01,T4,18251.0
1994-12-01,T4,17369.0
1995-01-01,T4,14968.0
1995-02-01,T4,12571.0
1995-03-01,T4,16676.0
1995-04-01,T4,14378.0
1995-05-01,T4,13986.0
1995-06-01,T4,12351.0
1995-07-01,T4,15576.0
1995-08-01,T4,12986.0
1995-09-01,T4,10762.0
1995-10-01,T4,16629.0
1995-11-01,T4,16383.0
1995-12-01,T4,17390.0
1996-01-01,T4,19643.0
1996-02-01,T4,14097.0
1996-03-01,T4,21439.0
1996-04-01,T4,16345.0
1996-05-01,T4,15189.0
1996-06-01,T4,12956.0
1996-07-01,T4,16947.0
1996-08-01,T4,13236.0
1996-09-01,T4,10964.0
1996-10-01,T4,16477.0
1996-11-01,T4,15731.0
1996-12-01,T4,12904.0
1997-01-01,T4,14661.0
1997-02-01,T4,13794.0
1997-03-01,T4,20844.0
1997-04-01,T4,17134.0
1997-05-01,T4,16427.0
1997-06-01,T4,14506.0
1997-07-01,T4,13356.0
1997-08-01,T4,13690.0
1997-09-01,T4,12171.0
1997-10-01,T4,18605.0
1997-11-01,T4,18411.0
1997-12-01,T4,18747.0
1998-01-01,T4,16132.0
1998-02-01,T4,14573.0
1998-03-01,T4,19116.0
1998-04-01,T4,17322.0
1998-05-01,T4,16402.0
1998-06-01,T4,13640.0
1998-07-01,T4,16710.0
1998-08-01,T4,15751.0
1998-09-01,T4,12804.0
1998-10-01,T4,20712.0
1998-11-01,T4,23253.0
1998-12-01,T4,21986.0
1999-01-01,T4,17988.0
1999-02-01,T4,14599.0
1999-03-01,T4,22193.0
1999-04-01,T4,19324.0
1999-05-01,T4,17435.0
1999-06-01,T4,14650.0
1999-07-01,T4,18571.0
1999-08-01,T4,17641.0
1999-09-01,T4,13983.0
1999-10-01,T4,24130.0
1999-11-01,T4,25334.0
1999-12-01,T4,20337.0
2000-01-01,T4,18946.0
2000-02-01,T4,17229.0
2000-03-01,T4,23880.0
2000-04-01,T4,21507.0
2000-05-01,T4,20808.0
2000-06-01,T4,16336.0
2000-07-01,T4,20887.0
2000-08-01,T4,20106.0
2000-09-01,T4,16468.0
2000-10-01,T4,25025.0
2000-11-01,T4,27221.0
2000-12-01,T4,24682.0
2001-01-01,T4,20114.0
2001-02-01,T4,21251.0
2001-03-01,T4,26398.0
2001-04-01,T4,21951.0
2001-05-01,T4,20521.0
2001-06-01,T4,16630.0
2001-07-01,T4,20347.0
2001-08-01,T4,18710.0
2001-09-01,T4,14964.0
2001-10-01,T4,21900.0
2001-11-01,T4,23807.0
2001-12-01,T4,23114.0
2002-01-01,T4,21864.0
2002-02-01,T4,17663.0
2002-03-01,T4,25826.0
2002-04-01,T4,24541.0
2002-05-01,T4,21020.0
2002-06-01,T4,17764.0
2002-07-01,T4,20651.0
2002-08-01,T4,19040.0
2002-09-01,T4,17065.0
2002-10-01,T4,26673.0
2002-11-01,T4,28147.0
2002-12-01,T4,24713.0
2003-01-01,T4,22613.0
2003-02-01,T4,18756.0
2003-03-01,T4,21823.0
2003-04-01,T4,5351.0
2003-05-01,T4,3958.0
2003-06-01,T4,6945.0
2003-07-01,T4,13251.0
2003-08-01,T4,15081.0
2003-09-01,T4,15052.0
2003-10-01,T4,20622.0
2003-11-01,T4,20671.0
2003-12-01,T4,22686.0
2004-01-01,T4,18483.0
2004-02-01,T4,17834.0
2004-03-01,T4,22495.0
2004-04-01,T4,21858.0
2004-05-01,T4,21350.0
2004-06-01,T4,20408.0
2004-07-01,T4,22860.0
2004-08-01,T4,22023.0
2004-09-01,T4,18363.0
2004-10-01,T4,29069.0
2004-11-01,T4,30067.0
2004-12-01,T4,29115.0
2005-01-01,T4,25621.0
2005-02-01,T4,19333.0
2005-03-01,T4,29124.0
2005-04-01,T4,26206.0
2005-05-01,T4,24662.0
2005-06-01,T4,20063.0
2005-07-01,T4,24784.0
2005-08-01,T4,23189.0
2005-09-01,T4,20031.0
2005-10-01,T4,31092.0
2005-11-01,T4,33325.0
2005-12-01,T4,31412.0
2006-01-01,T4,26049.0
2006-02-01,T4,22309.0
2006-03-01,T4,31849.0
2006-04-01,T4,28788.0
2006-05-01,T4,26268.0
2006-06-01,T4,21046.0
2006-07-01,T4,28506.0
2006-08-01,T4,25586.0
2006-09-01,T4,21037.0
2006-10-01,T4,33134.0
2006-11-01,T4,36748.0
2006-12-01,T4,34377.0
1985-01-01,T5,27693.0
1985-02-01,T5,15075.0
1985-03-01,T5,22602.0
1985-04-01,T5,23530.0
1985-05-01,T5,26817.0
1985-06-01,T5,22696.0
1985-07-01,T5,20433.0
1985-08-01,T5,24152.0
1985-09-01,T5,27170.0
1985-10-01,T5,24372.0
1985-11-01,T5,19000.0
1985-12-01,T5,21954.0
1986-01-01,T5,27284.0
1986-02-01,T5,11806.0
1986-03-01,T5,19115.0
1986-04-01,T5,21851.0
1986-05-01,T5,25528.0
1986-06-01,T5,26275.0
1986-07-01,T5,25191.0
1986-08-01,T5,30191.0
1986-09-01,T5,27015.0
1986-10-01,T5,23505.0
